rating,title,text
5.0,Fast shipping,Worked great!
5.0,Cute,Cute box! Inside is a little plain
1.0,Bad Price EA,"EA, I'm a big fan, but a $50 Itunes gift card for over $58? Is your Itunes card better than the ones that is sold elsewhere? Come on, now. 5 star for the Itunes gift card, but 1 star for this ridiculous price."
5.0,Great Gift,Easy for family to use to get what they want without me worrying if they like the gift I<br />picked out for the.
5.0,great purchase,this purchase was great. It arrived quickly and the box was super cute. Didn't take anything to wrap it up and send it out because the work was done for me. I will definitely use amazon's gift cards again next holiday season.
5.0,Great purchase,This was bought as a gift during the holidays and it was great. I didn't have to fight the crowds or traffic. It arrived quickly and was really simple to order and get back out.
5.0,Arrived As Pictured,"My nephew has very strong opinions about gifts, so this year (instead of looking at his wish list), I decided to give him a Amazon gift card.  The edges were not bent. Amazon did a very nice job with making sure this gift card was presentable.  Although my sister might kick me for how much I spent on the gift card, my nephew is worth it! Thanks Amazon!"
5.0,AMAZON DELIVERS ON TIME,Thank you for the fast delivery of a gift card to a dear friend.  This was perfect and they loved it!
5.0,love,overnight delivery and cute tin.  love it
5.0,Five Stars,Very nice. I gave several.  They arrived quickly and made a festive presentation.
5.0,A easy gift everyone would be happy to receive!,A great gift. People can shop for exactly what THEY LIKE!!
5.0,Always a welcomed gift!,My Grandsons Birthday.
5.0,Gift to use everywhere!,Perfect for gift giving.  Came the next day.
5.0,Easy when you dont know what to get,Gave to employees who help make our team ROCK
5.0,Amazon Gift Cards Make the Perfect Gift,Amazon is my favorite online retailer; you can find just about anything your looking for in one spot!  You really can't go wrong by purchasing a gift card for yourself or as a gift.
5.0,Theater tickets,"Gave as gift, very happy"
1.0,One Star,Disappointed that it wasn't the full amount on the card ordered. Shorted out of $40
5.0,Five Stars,My sister loves Ulta beauty so she loved the gift card.
5.0,Ruff!,Such a cute gift card presentation! Bought it twice.
5.0,Five Stars,Great Price good product!
5.0,Five Stars,I'm so happy about going to the movie!
5.0,Five Stars,Very Cute!
5.0,Quick and easy!!,Super fast and easy to load. No wait no hassle!
5.0,"Order on line, save some time.",Ordered as a gift. Great restaurant.
5.0,Speedy shipping,Who doesn't like amazon? Great item.
5.0,Speedy shipping,Speedy shipping. It's a gift card so how can it be bad????
5.0,Great Gift Card,"PacSun is a pricey place to shop but when you give a gift card, makes it more affordable! Fast shipping. Thank you."
5.0,Love it,Loved it!
5.0,Easy decision. Simple application.,"Couldn't go wrong, 25% savings with promo.  A no brainer."
5.0,Convenient shopping and speedy delivery of gift card.,Pretty much what you would expect from a gift card.  No issues!
5.0,Great addition to options...how about one more?,"This is a great addition to the various gift card options. Has the look and feel of a store bought gift card plus its value is customizable. Thanks Amazon!<br /><br />I don't know why more companies don't do this.  I was first introduced to this concept by ""Talbots"" so many years ago.  Worked out great for last minute and spontaneous gifts.  In a pinch for time, I would write the amount on the card, take a photo of the back of the card to capture data, mail it out, then go online that evening to load the card with funds. On one occasion, I sent my elderly Mother a gift card with a marked value of several hundred dollars.  I didn't want to worry about it getting lost or misplaced, so I wrote instructions to call me the day prior to use.  Worked out perfectly, she actually called me from the store minutes before making her purchases. I went online, loaded the card with funds and Mom was able to use the card minutes later.<br /><br />This is vastly more convenient and secure than buying a gift card at your local store.  So safe that you could freely carry these around in your wallet or purse or vehicle for that matter, even with a preselected amount already written on the card (the key is to write the amount on the back of the card as well and take a photo of the back, then use your smartphone to add funds and activate AFTER you've given it out).<br />If you've ever hesitated on sending a gift card to someone because you were concerned that the card may not arrive or be delivered to the wrong address or recipient, this flex card would place your worries aside. If you're sending one of these cards and want to make sure it's received by the intended individual, you could enclose a note instructing the recipient to ""call, text or email (your contact information here) to activate this card"" OR upon removal of the Amazon activation sticker (on the front of card), you could replace it with your own custom label, instructing recipient on who they need to contact to activate card.  You could even add a field on the label for your own security question to recipient, how's that for multiple layers of security.<br /><br />And NOW, my personal wish.  When will Amazon be offering gift cards that are charged to the senders credit card at the time of REDEMPTION. (I wonder how many gift card purchases are wasting away in drawers or misplaced across the globe).  Of course this would have to come with some notification function (similiar to auto renewal charge of subscriptions) but that would be kind of nice, knowing that your gift had just been used (no other details necessary other than possibly name of recipient)<br />Amazon could be the leader in this ""Pay when they Redeem"" concept."
5.0,Best gift,"Best gift, always appreciated. Fast delivery!"
2.0,Two Stars,I didn't realize that there would be a $10 charge on this gift card....beware!
5.0,great,Love this
5.0,"Facil de comprar, facil de usar.",Me parece ideal las tarjetas de regalo cuando alguien se casa porque el agasajado puede invertirla en lo que mas le guste. Es facil de comprar y facil de usar.
5.0,Na,Gift
5.0,The box is as unique as the gift card!,"The gift card comes in a tiny Amazon box. It's so cute! I bought it as a Christmas present for my cousin, and she loves it! Just remember to keep the receipt until after you cash it into your Amazon balance, just in case you need proof of purchase."
5.0,This gift card made the perfect birthday gift!,This gift card made the perfect birthday gift!
5.0,Five Stars,great
5.0,Five Stars,love to eat at this restaurant!
5.0,Super easy to use,A very quick way to reload your gift card balance. It barely takes 2 mins and the amount is added to the account. Highly recommend it.
1.0,This sucks,All I I simply wanted to do was enter in a code for a gift card that was given to me and there's no code entering site available it says purchase I don't want to f****** purchase anything I want to enter in my code simply thank you
3.0,????????,"Wasn't sure what I did, but wound up owing and paying $100.00 for a gift card; kind of deceiving."
5.0,Great easy gift giving.,Being a senior not always easy to get out shopping. I have a large family and buying gift cards on line is really helpful
5.0,Easiest gift,I can’t always get out to shop for birthdays etc so I rely on Amazon gift cards.
5.0,Great gift,This was a quick easy purchase of five gifts. Love ordering from Amazon. However this was the first time I had a poor delivery. It states on line pkg handed to person. Not true I looked everywhere finally found it in the mailbox.
5.0,A safe warm shopping experience,"It was great being able to order gift cards from home, a senior not having to go out in the cold or visit stores where some people are not wearing masks.  This was great.  Thank you"
5.0,Fast and Nicely Packaged,Fast delivery. Great package. Makes a nice gift.
5.0,Nice envelope/package.,It's a gift card packaged in a pretty box/envelope. Makes a great Christmas gift!
5.0,I love the convenience of the gift card reload as I ...,I love the convenience of the gift card reload as I can get items much more easily. No worry about payment.
5.0,Cute little gift card,Cute Santa pop up gift card
5.0,Christmas gift!,Nephew loved his gift card and will use it to purchase whatever his little heart desires!
5.0,Win!!,"I bought this BEFORE I read the reviews, so..... I was way worried it was a bust, but it was legit."
5.0,Great idea.,Our daughter just loved the fact that it came in such a pretty popup box. She shops on Amazon so much she loved the fact that she was able to pick what she wanted.
5.0,Great idea,"Perfect gift packaging. Thank you, Amazon."
5.0,Great Gift,Can't go wrong with an Amazon Gift Card!
5.0,Nice option,It was easy and worked out great
5.0,Easy,Easy to use
5.0,Five Stars,It was a very easy transaction to complete.
5.0,gift card,"looks nice,"
5.0,Quick delivery,We had a gift card exchange at work and this arrived quickly and with no issues!
5.0,Arrived quickly,We had a gift card exchange at work and this arrived quickly and with no issues!
5.0,Very pretty!,Very pretty packaging - it's already wrapped and ready to give!  Amazon gift cards are ALWAYS a welcome gift.
5.0,Five Stars,Thanks
5.0,Great buy!,It was great!
5.0,Time saver,Use these when I send bday cards to friends and family. Time saver and a quick little something to let people far away know I’m thinking of them.
5.0,Gift card a good choice,Our relatives loved the gift card so they could purchase baby items.
5.0,Five Stars,Great gift for the BBQ party
5.0,Great gift,"My co-worker loved this, because she is an avid Amazon shopper."
5.0,Gift,Gift
5.0,Five Stars,Student enjoyed it
5.0,Five Stars,I like
5.0,Reloading made easy!,"I love keeping a balance on my account, so buying gift cards with a small added bonus of 5.00 was great!"
1.0,DON'T WASTE YOUR MONEY!,ARRIVED BENT AND WOULD NOT HOLD GIFT CARD.  COULDN'T RETURN SO JUST THREW IT AWAY.
5.0,So easy to use.,Great packaging.  Nice
5.0,It's a lazy way to avoid buying Christmas cards,Every year I give gifts to people at the country club.  Every year I get lazy in getting Christmas cards and this was the best as I did not have to but just order these and hand them out to them!  And who doesn't use Amazon?
1.0,"""What the Hell is This?""","The Amtrak ticket agent at the Santa Ana, CA station looked at this like I had just handed her a stack of Mexican Pesos.  She had no idea what it was and had never seen anything like it in her life.  No clue what to do with it and was downright condescending and insulting when I told her it was an Amtrak Gift Card.  The Amtrak logo is on the card but that meant nothing.  So it was worthless at that station.  I will see if it works if I buy tickets online at the Amtrak website.  If I can catch it when it's not down and buying tickets on the Amtrak website is actually possible.  Good luck!"
5.0,Amazon Gift Card,I have used the gift card for multiple Kindle purchases. I like the fact that Amazon tracks the balance so you don't have to.
5.0,Perfect for gift card giving for far away nieces and nephews,Christmas gift giving
4.0,Nice Christmas present.,It will give my niece and nephew a nice night out.
5.0,Gift Card,No issues
5.0,Five Stars,it is great
5.0,It is what it is,What is there to really say? A+++
5.0,Gift card,I gave it as gift to someone and was very well appreciated that way he could order from amazon what he wanted for his  tablet
5.0,Great,These are great for teens and tweens for Christmas!
5.0,Gift,Sent as a gift
5.0,Gift,Gift
5.0,Loves,My son loves Amazon!
5.0,Excelente,Fácil y muy buena
5.0,Great Thank you gift.,Arrived as promised.  Looks great for a thank you gift.
5.0,I received them,4 Christmas
4.0,Four Stars,need to have a three blade in kits!
5.0,convenient,"I love starbucks, the gift cards are so good deal when there is a promotion from Amazon. but I dont know why the system hide my comment, is there any problem with my review? I dont think so. wierd..."
5.0,Very nice gift in colors for male or female,Perfect gift.  Wrapped and sealed and ready to give to a lucky recipient.
5.0,Giftcard Reload,Love that reloading my GC Balance is super easy and fast ! And can all be done online without waiting hours or even days for it to Reload my Balance.
5.0,Amazon.com Gift Card Balance Reload,"The gift card card I've used many times and is the perfect way to purchase, recommend, is always a good idea to recharge."
5.0,Love it,Its so cute
5.0,Works as it should,Worked as it should.
5.0,Five Stars,Great gift for my niece.
5.0,Good,Good for gift giving
5.0,PERFECT GIFT,Arrived on time!<br />All the cards worked!<br />Highly recommend as a gift!
5.0,Tremendous,Easy to use
4.0,Easiest gifts I’ve ever purchased,Gift
3.0,Should show the price,"I wanted give a bonuses to my employees.<br />I can't do it, because I don't know which one is what. You should show up the price!"
5.0,Awesome Gift Idea,Very nice box! Box itself looks expensive lol
5.0,I love it.,"I think Amazon gift card is the best item to gift. It is easy to use. It looks cool, too. I will always buy it whenever I have to give a gift."
5.0,Love it!,I Love this function!
5.0,Cute,Great gift
5.0,It's the perfect gift,Perfect love the box
4.0,Option to lock gift card balance,Should have an option to lock the gift card balance as it helps im case we have multiple members in household using the account
5.0,Quick and easy!,As easy as you would expect with no hassle of having cards.
5.0,Great,Great item for a present
5.0,good experience,this is the first time I try it I find it good experience I think I will repeat it in future
5.0,Perfect christmas gift for kids!,Easy to order and many cute package to choose from!!
5.0,Awesome Gift!,I love that Amazon offers a wide selection of gift cards to choose from.<br /><br />The recipient of this gift card easily and happily made an Amazon purchase.
5.0,Perfect Gift!,"You cannot go wrong with a gift card, especially when you're late buying a gift!"
5.0,The best gift!,An Amazon gift card that arrives in a gift box is always a welcome gift/surprise for any occasion. I love that Amazon offers the opportunity to purchase gift cards in so many denominations and gift box choices!!
5.0,Um it’s a gift card,It’s a gift card so yea
5.0,Cute,Cute tin!
5.0,Who doesn’t love Starbucks,Christmas gift
5.0,Arrived on time!,Christmas gift. Cute tin
5.0,Arrived on time,Christmas gift
5.0,Arrived on time,Christmas gift
5.0,Arrived on time,Christmas gift
5.0,Arrived on time,Christmas gift
5.0,Arrived on time,For a Christmas gift.
5.0,Christmas gift,Gift for our Son
5.0,Five Stars,As promised
5.0,Five Stars,As promised
5.0,Five Stars,As promised
5.0,Thought I got a 50,Thought  I got a 50
5.0,Five Stars,sweet
5.0,Five Stars,My granddaughter was so happy with these giftcards she loves Forever 21
5.0,I am giving these as a gift so hope they are ready to go .,These came in time . I bought 4 and they are gifts . So I hope they are loaded and ready to go to spend ! Easy awesome gift as long as they work .
5.0,Perfect!,"You can’t go wrong giving an Amazon Gift Card! I gave this one to my husband for our anniversary as I honestly didn’t have a clue what he might want. (Yes, he’s one of those men!) He loves it because now he can buy whatever he wants!"
5.0,Easy,Super easy
5.0,Excellent Offer!!!! Worlds best company!!!,I trust Amazon any day they do a excellent job. There products are great and the customer call center experience is brilliant!!! Come on guys they are worlds No1 company!!! Buying there gift card was amazing!!!!
5.0,Adorable,It was adorable
5.0,The tin it came in is very pretty and can be used for other things,Came on time just as promised. The tin it came in is very pretty and can be used for other things.
5.0,Easy to use,"Great gift for anyone, anytime"
5.0,No Brainer,"They gave me free money to reload, it was a no brainer here"
5.0,Giftcard for the soul,To give an amazon gifcard is to give a smile.
5.0,Discount gift card are great,Good deal on a gift card. Use at portrait studio.
5.0,gift card,perfect gift for a person that has everything and you don't know what to get him.  He shops Amazon ALL the time.
5.0,Love the Gift Card Reload!,I had 2 gifts cards left with under $5.00 each.  What a pain to use!  Then I found out from my husband that I could just load the balances onto an Amazon girt card!  Easy peasy! Will always do that now.  Amazon automatically took all purchases off the gift card before adding the remainder purchase amount to my charge card.  Love this feature.  Sorry it took me so long to find out about it.
5.0,Works great,The easy way to load my amazon account with money
5.0,Great Gift Idea,Used this as a gift for a friend who asked for this before she started a medical treatment.
1.0,Getting my money back.,I did not order this. Have spoken to somrone at Amazon and said gift card spent. Going through idenity theft for this and other accounts and bank.
5.0,Christmas gifts,Giftable
5.0,quick,"very easy to use and you get the money added right away. we had a visa gift card that we were about to lose (expire), so we put it on here and didn't have any problems. I like that you can put in the amount and don't need to select one of their options."
5.0,Five Stars,Great gift and price!
5.0,Sweet ornament gift card set,Adorable ornament and pretty gift box.
5.0,super cute,"Gender neutral gift card for baby shower. This card is very cute and well made, you do need to purchase a minimum $50 gift card amount to be able to get this design."
5.0,"I'm 850 miles away, getting a restaurant gift card is very convenient!",My Aunt and Uncle enjoy getting these gift cards in the mail.
5.0,Adorable at no charge!!,"So cute, like a custom handmade card.  Perfect shower gift"
5.0,Five Stars,Love this deal!!
5.0,Super easy,"Super easy, I wish they all were that simple. Thank you!"
5.0,Five Stars,bought as a gift
5.0,Five Stars,bought as a gift
5.0,Five Stars,bought as a gift
5.0,Gifted,Nicely boxed. Great gift.
5.0,Best College Grad Gift,A gift to my niece upon graduation.
2.0,Birthday Gift Card,"SENT AN EMAIL BIRTHDAY GIFT CARD ,""WITH A BIRTHDAY MESSAGE"", CARD WAS RECEIVED  BUT NO INFO AS TO WHO IT CAME FROM AND NO MESSAGE.."
5.0,Five Stars,We love to eat at Cracker Barrel
5.0,Five Stars,We Love Ruby Tuesdays food
5.0,Thank you.,Thank you.
5.0,Thanks!,Thanks!
5.0,GOOD QUALITY,able to purchase easily
5.0,Not today,Easy way to budget spending
5.0,Lovetoread,Beautiful tin
1.0,"Card is ""unactivated""? Card was purchased, and doesn't work","Card is ""unactivated""? Card was purchased, and doesn't work"
5.0,Perfect guft,"Liked it, came with a cute card for baby gift."
4.0,Perfect,Usually I shop for family gifts but this past Christmas I had a knee replacement mid Nov. but could'nt shop. my family loves Amazon so the gift cards were great  and really easy.
5.0,Always a great gift,Great gift for anyone.
5.0,"Perfect size, perfect color and never needs to b returned.",Gift
5.0,Five Stars,great to use
5.0,"Good deal through amazon for prime shipping as well, and no problems.","It is what it is, a gift card, and it worked, thats all i needed."
5.0,gift card,perfect xmas gift
5.0,xmas gift,perfect gift card
5.0,For that difficult person on your gift list,I got one for a friend's birthday because it's really hard to get gifts for her.  The perfect solution!
5.0,easy gifts,everyone liked them
5.0,Great gift container.  So cute!!!,Cute holder for Amazon gift card!!!
5.0,Free free free,So cute put it on a gift
5.0,Free free free,Loved it and free
5.0,Nice addition for $0,So cute on a package
5.0,gift card,I need it
5.0,Fan,very easy to do
5.0,Easy to load,Giftable
1.0,Card numbers compromised,I ordered this and activated.  When I went to use it about a week later it didn’t work.  I checked the balance and said the whole thing was used on 1 transaction that I didn’t do.<br />I’ve heard this happened to others. Just wanted to document.  I’ve bought smaller denominations before and had no trouble with those.
5.0,Five Stars,The box is really adorable. I like the magnetic lid feature.
5.0,Card. Gift Box. Worked.,"LOL. It's a gift card. The recipient put the number in and it paid for their purchase.  Seriously, no problems. While it says ""in various gift boxes"" mine arrived in one box (just trolling you Amazon, how many words can one write about a gift card?)"
5.0,Good.,Good.  I think ?<br />It was a gift.
5.0,Great gift,Great card nicely boxed as a gift
5.0,Great gift,Loved the presentation
5.0,Gift Card in a Box,So cute with a Christmas reindeer decorating the box that can be used as a tree ornament. Positively recommend.
5.0,Five Stars,Very easy to buy a gift card this way and I loved the added tin it came in.
5.0,My grandson loves them,Grandson is happy
5.0,gift card,christmas gift
2.0,Gift delivered - NO GIFT CARD SENT,While the Amazon Gift Card was slipped under my friends door mat and she got her card there was absolutely no identification of who had sent it to her.  She was obviously excited over the gift care but I finally asked if she had one hanging from her tree and she told me she'd gotten one under the door mat but thought it was a mistake.  Together we laughed about her gift from Amazon but it really wasn't funny.  I expected her to know I had sent her that gift certificate for a very special reason.
5.0,Five Stars,Friends will love them
5.0,Five Stars,friends will love them
5.0,Five Stars,family will love  it
5.0,Chili's gift cards,Whoever gets these from Christmas will love them. Love eating there myself.
5.0,Nice to have back up shopping cash!,Like
5.0,Fast shipping,Perfect gift
5.0,Super Cute Box and Ornament,Box is very sturdy and super cute. The ornament is cute too!
5.0,An unexpected gift,"Wow, what's not to like with a $10 Amazon card??"
5.0,they loved,This was a gift....they loved it
5.0,Five Stars,Bought as a Christmas present. Not much else to tell...
5.0,Five Stars,Bought as a Christmas present. Not much else to tell...
5.0,Five Stars,Thank you
5.0,Gift,It's ok got it for gift
1.0,Rip Off!,"I ordered this ""$25"" gift card as a gift and when they went to redeem it, there was only $8 on the card, which I paid $25 dollars for.  This is a total rip off and I will never buy another gift card from this site."
5.0,The Best Way To Get Money On Your Account,"Great option, Easy to use, Easy to buy. The virtual Gift Card is free and is delivered within minutes. Best option to unload any funds remaining from any prepaid gift card t to hat you May have! I have no complaints very satisfied with it."
5.0,Starbucks gift cards,Great surprise gift. Arrived quickly.
5.0,Cute!,Such adorable packaging for a gift card!
5.0,Five Stars,Love the Nativity gift card and we received ours in one day with free shipping!
5.0,Amazon is a good place to shop.,I used the gift card to give to a coworker who was leaving the company.
1.0,Fraud purchase,Did not purchase.
5.0,Easy. Easy. Easy.,"It is surprisingly easy to refill my giftcard—something I appreciate very much. I accidentally bought the reload with my credit card, not an e-giftcard, and Amazon was great as getting that refunded to my credit card, and applying the proper payment method."
5.0,Five Stars,Dad loves Applebee's.
5.0,Great and convenient,"Really cute, great quality and convenient delivery"
5.0,This is a Christmas gift,My Daughter loves it
5.0,Nice gift card holder for a baby shower,"My giraffe, however, would not stand up.  I had to use some intervention, but otherwise cute and a nice way to give a gift card. Also beats having to go out and buy a card for a gift card, an all-in-one package for the same price."
5.0,It’s a card,A gift
5.0,the best gift,"Thanks a lot for your gift, now I will use the credit card for all me day to day transactions"
5.0,Five Stars,Always A great gift
5.0,Five Stars,it is easy yo get a gift card
5.0,Always appreciated!!,"Easy to order, easy to give, fun to receive."
5.0,"No hassle, fast delivery!","Cute boxes for giving, so no further gift wrapped is necessary.  VERY gifttable - always welcome. Great for last minute gifts because you can select an email card or paper card if you don’t want a decorative gift box to give away. I order these  a lot!!!"
5.0,Shopping made easy,Let’s me buy what I want.
5.0,grandson's Christmas present,He was very excited to receive it. He is seventeen and his tastes are far different than mine. Now he can choose his own present.
5.0,Nice Gift,Who wouldn't like an Amazon Gift Card!! Always a great gift!
5.0,HO! HO! HO!,Such a cute little Santa tin.  My granddaughter will enjoy it and the included gift card.
5.0,CHRISTMAS GIFT,ALL MY GRANDSON ASK FOR CHRISTMAS WAS A AMAZON GIFT CARD. EASY GIFT I PURCHASED. WISH THEY WERE ALL THAT EASY
5.0,"my sis loves star and I love her, so, there you go.",my sister says 'thanks!'
5.0,Perfect gift,"It's a gift card. What's not to love? It was easy to redeem & we were able to buy a very nice hot pot multi-cooker, which came in about three days even with super saver shipping."
5.0,easy to use,easy to use
5.0,A great budgeting tool,This feature is simple and allows me to allocate a &#34;book allowance&#34; or dedicate gifts or bonuses to prepay all or part of an upcoming purpose.
5.0,Classy Looking Card!,"This gift card was smart and different looking.  Presentation is really important,  and it was greatly appreciated."
5.0,adorable,So cute.  a nice way to give a gift card!
4.0,"need a place to sign, but cute card.","There was no place to write as greeting or sign your name.  I wrote behind the Hello Baby, but don't know if they ever found it!!!  The card was darling."
5.0,This is now my favorite gift!,This is now my favorite gift!!!  They come in all shapes for all the different seasons and are absolutely darling.  I  also bought the graduation cap and the snow flake.
5.0,Great gift card presenation!,These were great gifts at Christmas time.  I loved the tin!  Everyone was pleased with the gift and the presentation!
5.0,Christmas gift,Great gift for a 16 yr. old grandson!
5.0,Great gift,Christmas gift for daughter and her boyfriend. They both enjoy coffee so added this to their Christmas presents!
5.0,Makes a nice Christmas gift,Purchased as a gift for my daughter who's attending college. Easy to use and a good variety of choices make this a nice little gift.
4.0,It does it's job... mostly!,"I love the look and feel of the carousel. I have noticed it does not have a very tight seal and if you push too hard, the front cover will come off. For the most part, the shakers work great. I have not really used the dial system as I thought I would. Keeping powders from caking is hard to do. Over all, it is better than the small jars I had to keep filling."
1.0,BELLS CREATE PROBLEMS AT THE POST OFFICE,"I caution anyone using this package because of the bells.  My package was stopped in Seattle for inspection, because they thought the bells were a problem.  If you use the beautiful package, take the bells off or it will take 12 to 14 days for your package to arrive at the final destination."
5.0,Came the next day. Neat presentation for a girl ...,Came the next day.  Neat presentation for a girl.
5.0,Gotta love the reload specials!,"I am an Amazon fiend, so any opportunity to get some extra credit will always be taken!"
5.0,Five Stars,fast and effective
5.0,Gift card,What can I say... It was a gift card and a good way to purchase and send to the recipient
5.0,Five Stars,Nice and easy shopping.  A gift that is always appreciated.
5.0,Great grad cap.,These are a very cute gift box for the gift card.  Have three graduating and this makes it so much easier.  I was impressed with the little tassel and the construction of the box.  Thank you.
5.0,Gift card,"At Christmas time I am plagued with the task of coming up with a creative idea for my son.  Something he will like, and something that can be mailed easily (he is overseas).  I don't know why I didn't think of this before, it is exactly what he wanted!  He had the ability to search for just the right present for himself, and he was so happy!  It arrived on time, and made him feel so loved and happy on Christmas morning."
5.0,Five Stars,Love it
5.0,Awesome,Worked like a charm! No different then the ones in the stores.
5.0,Convenient and useful way to send a token gift with the real ...,Convenient and useful way to send a token gift with the real spirit of what the Xmas season is all about
5.0,Great Birthday Gifts,I gave these out as Birthday gifts.
5.0,Gift cards,Perfect gift for anyone
5.0,Great Gift!,My sister and her husband loved the gift card I gave them for Christmas and bought a Cuisinart toaster with it.
5.0,Great gift,Perfect gift for your hard to buy for folks. Good selection of restaurants.
5.0,Five Stars,Beautiful card
5.0,Got the job done,"This is the only way I can stay within a budget on Amazon. I've started reloading my balance once a month, and once the money is gone, I won't even get on amazon since I have no money left to spend. lol If you have an unhealthy Amazon addiction then this is the way to go."
5.0,A nice way to present a gift of money!.,The presentation was perfect for a gift card.
4.0,Four Stars,Gift cards are always appreciated :-)
5.0,Amazon Gift Card,"This card was shipped immediately.  I received it just three days after I ordered it.  Of course, reading friends are always happy to receive an Amazon gift card!"
5.0,Great gift,"Let them shop, GREAT,"
5.0,Five Stars,A perfect gift!
5.0,Five Stars,perfect gift!
5.0,Five Stars,perfect gift for my friend
5.0,Great,"I did buy for someone else, but decided to keep for myself!  There are all sorts of possibilities to spend this on!"
4.0,Easy last minute gift,"These are very nice, albeit on the small side. The ones I received, however, do not have To or From pre-printed. I do not want to have to purchase an extra card. I ordered a different kind that comes with the envelope. I will have to use these gift cards for my own shopping."
5.0,She was very happy with the gift,This was a gift card for our granddaughter's graduation.  She was very happy with the gift.
5.0,gift card,I received this from my parents because I always buy a ton of stuff on amazon.<br />I was a little confused at first not knowing you were suppose to attach it to your account first but I figured it out fast enough. I liked the box it came I'm as well.
5.0,Great idea!,Having the pop-up holiday scene really made the gift card special.
5.0,"Fun, easy, attractive way to give.","There are sooooo many ways to use the card, and soooooo many ways to use the container, too!"
5.0,Cute,cute package
5.0,Always a hit,"Got for the holidays.  Starbucks card is always a safe gift.  Recipient was happy, and really all I could ask for."
5.0,they all were happy to get them so they could buy what they ...,I bought a few of these gift cards during the Christmas holiday for my grown children......they all were happy to get them so they could buy what they needed....I let them do their own shopping😉👍🏻
5.0,Great gift!,"Easy purchase for a gift, excellent amount of items in which receiver can choose from, excellent for those you have no idea what to buy for, and for those who know what they want and then some."
5.0,I love being able to reload my gift balance,I love being able to reload my gift balance. I can leave money on my account for friends or when I am low on funds.
5.0,Great gift card,Really nice gift card.  Easy to choose the amount.  Nice presentation
5.0,Back to the bank ?...no way,"It is always a pleasure to purchase in Amazon. I have been a small client but a satisfied one over the years. Since Venezuela is under a currency control system , Gov only allows us to make on line purchases for  300 US $ only and to get a gift card and reload the balance gives you the peace and time to get what you need  WHEN you really want it and  not obligated  by circumstances to buy anything before new years 's eve  or the 300 $ goes back to Venezuela Central Bank cause you didnt use what was granted to you..etc etc.. So gift cards give us the peae of mind  you have your money there and use it when you need it."
5.0,My husband’s favorite place,This was a fun gift card for my husband.
5.0,Great gift box,"My grandchildren loved the ornament and even more the gift card. So easy, perfect gift."
5.0,Best gift card to give,A favorite gift for anyone
5.0,What’s fun?,Everyone loved getting a gift card
1.0,$25 gift card for $40?,Selling a $25 gift card for $40? What kind of sorcery is this?
1.0,Not sure whats going on here!,I bought these 2 gift cards under the buy $50 worth of gift cards and receive a $15 credit. I have not seen the $15 dollar credit and now it says I'm not eligible with NO reason! Someone please explain!
5.0,Easy and appreaciated gift,Always a winning gift
5.0,GIFT CARD,MY SON LOVED IT
5.0,Five Stars,Everyone loved their Christmas gift!
5.0,Arrived on time,These were gifts.  Worked great!
5.0,Five Stars,easy
5.0,Cpnvince of using Amazon,Amazon gift card for kindle was very easy  to use.
5.0,Easy to us,I rather use a gift card when purchasing here at Amazon then using my credit card or Debit card
5.0,Great gift,Nothing to dislike.
5.0,It is a winner,My DIL was thrilled as she will use the gift certificate toward an APPLE WATCH
5.0,Another great holiday purchase!,"I bought this as a gift card holder, and it is truly lovely.  Went well with all the Christmas decorations, and I was thrilled with this versus a regular holiday gift card holder.  Very nice."
5.0,FAVORITE gift boxes for Amazon gift cards!  These boxes were so pretty and added so much!,"I used these boxes for Amazon gift cards, and they were PERFECT!  So pretty and decorative.  They made a great impression on those who received them!  So happy with these boxes.  They are GREAT!"
5.0,Five Stars,Great gift!
5.0,an easy way to add money to my account,a thumbs up
5.0,Quick delivery,Liked the cute packaging!  Its like receiving a free bonus.
5.0,Like a Lot,That the money was on hold for me to use as I needed.
5.0,Like My Amazon,It is easy to use and I enjoy the books I read.
5.0,Love Amazon books,"I read all my books on my Kindle.  I don""t know what I would do without both of them."
5.0,loved them,What a great way to receive a gift card. Cute designs and simple to present. Creative and convenient
5.0,Was very easy to reload my gift card balance,Was very easy to reload my gift card balance. Quick and much nicer then buying gift card and having to load it to account
5.0,Easy.,"Convenient, attractive & very giftable."
5.0,Best gift,This is what we get our babysitter every year. She is excited about it and it just does not get any easier.
5.0,Five Stars,"Again was a perfect bridal shower gift, and all wrapped too!"
1.0,Poor Quality of Amazon gift card.,"The gift card is made of cheap card board.  I would be embarrassed to give this card as a gift. I am on the phone now with a representative who could not locate the value of my card after I gave her my claim code.  The rep. finally found the value after I gave her the serial number.  Trust me, this is the last gift card I will ever order thru Amazon.  Could NEVER give this as a gift."
5.0,Love to Read,I no doubt need to become an unlimited Amazon member as I am reloading my gift card too often and overspending I think!  Love to read
4.0,Not all books loaded,It took awhile since I have numerous books that I have bought through the years. ( I'm on my third Kindle.)  I'll have to go back to my list online to get the other books when I'm ready to read them.
5.0,What a great gift,"I love that it has thickness and is not just a flat gift card, it looks like a present"
5.0,The gift always appreciated!,"you can never go wrong with this purchase It’s<br />always the perfect  sizing, and color !!"
5.0,Perfect gift for a foodie lover,This was given as a Christmas gift.
5.0,A Gold Status Symbol !! Impressive!!!,This was purchased as a graduation gift. The gold presentation was a hit with the teenagers. It was there first credit card and was gold. Impressive!!!!
